"","AF","PY","TC"
"941","COOK, BRYAN G.;COLLINS, LAUREN W.;COOK, SARA C.;COOK, LYSANDRA",2016,36
"942","O'NEILL, TARA;LIGHT, JANICE;POPE, LAURAMARIE",2018,40
"943","ERFURTH, A;GRUNZE, H",1998,15
"944","VALENZANO, TERESA J.;WAITO, ASHLEY A.;STEELE, CATRIONA M.",2016,10
"945","ENNIS, ROBIN PARKS;LOSINSKI, MICKEY",2019,21
"946","PERKINS, SUZANNE C.;WELSH, ROBERT C.;STERN, EMILY R.;TAYLOR, STEPHAN F.;FITZGERALD, KATE D.",2013,7
"947","BEHN, NICHOLAS;FRANCIS, JILL;TOGHER, LEANNE;HATCH, ELLIE;MOSS, BECKY;HILARI, KATERINA",2021,5
"948","POLJAK, L;PECINA-SLAUS, N;DZUBUR, A;UZAREVIC, B;VITALE, B;PAVELIC, K",1993,9
"949","MCLOUGHLIN, LOUISE C.;DAVIS, NIALL F.;DOWLING, CATHERINE;ENG, MOLLY P.;POWER, RICHARD E.",2013,8
"950","SEREBRUANY, VICTOR L.;ARADI, DANIEL;KIM, MOO HYUN;SIBBING, DIRK",2013,7
"951","NISHIKAWA, GO;LUO, JIA;PRASAD, VINAY",2018,15
"952","GAINOTTI, GUIDO",2010,36
"953","MILLER, KYLE J.;SUAREZ-IGLESIAS, DAVID;VARELA, SILVIA;RODRIGUEZ, DAVID;AYAN, CARLOS",2020,4
"954","DUAN, NAIHUA;KRAVITZ, RICHARD L.;SCHMID, CHRISTOPHER H.",2013,132
"955","LOBLOVA, OLGA;TRAYANOV, TRAYAN;CSANADI, MARCELL;OZIERANSKI, PIOTR",2020,9
"956","LUAUTE, JACQUES;HALLIGAN, PETER;RODE, GILLES;JACQUIN-COURTOIS, SOPHIE;BOISSON, DOMINIQUE",2006,63
"957","HARIPRASAD, PRAJNA;HARIPRASAD, S.;SRINIVAS, TEERTHANATH;SHETTY, JAYRAMA K.",2013,3
"958","BARCZAK, MARY A.;CANNELLA-MALONE, HELEN, I",2022,2
"959","GUARDA-NARDINI, L.;PICCOTTI, F.;FERRONATO, G.;MANFREDINI, D.",2010,45
"960","SCRUGGS, TE;MASTROPIERI, MA;CASTO, G",1987,17
"961","WHITE, OR",1987,52
"962","DRACUP, C",2002,0
"963","TAYLOR, RL;ADAMS, GL",1982,3
"964","SCRUGGS, TE;MASTROPIERI, MA;FORNESS, SR;KAVALE, KA",1988,23
"965","SCRUGGS, TE;MASTROPIERI, MA;CASTO, G",1987,597
"966","RIDGWAY, JIM",2013,0
"967","HUBER, HP",1984,4
"968","TOTSIKA, V.;PRIDAY, L.;BYRNE, C.",2016,0
"969","LANE, KATHLEEN LYNNE;CARTER, ERIK W.",2013,8
"970","HOWE, MW",1974,44
"971","GASSMAN, PG;HOYE, RC",1981,0
"972","GIULIANO, AJ;CROUCH, JA;ECKERT, RK",1999,0
"973","HEINICKE, MEGAN;CARR, JAMES",2015,0
"974","LOWENSTEIN, DH",1983,26
"975","ANGELONE, A;TOLEDO, JM;BURNS, JC",1980,7
"976","WILSON, GL;BORNSTEIN, PH",1984,4
"977","DUNLAP, GLEN;GOVAN, GREGORY D.",2011,0
"978","FRIEDER, JESSICA E.",2013,0
"979","STUNNENBERG, BAS;BERENDS, JOOST;GRIGGS, ROBERT;STATLAND, JEFFREY;VAN DER WILT, GERT JAN;RAAPHORST, JOOST;VAN ENGELEN, BAZIEL",2018,0
"980","BARNES, L;FERLITO, A;WENIG, BM",1997,7
"981","WHITAKER, HA;MARSHALL, J",1986,0
"982","MCDONALD, S.;QUINN, F.;VIEIRA, R.;O'BRIEN, N.;WHITE, M.;JOHNSTON, D. W.;SNIEHOTTA, F. F.",2016,0
"983","MULLER, A",2000,0
"984","LAHEY, BB",1980,0
"985","HOLTZMAN, WH",1979,0
"986","KENNEDY, MM",1978,0
"987","CRAIG, KD",1980,0
"988","HAWKINS, C",2001,1
"989","COOTER, ROBERT D.;GILBERT, MICHAEL D.",2010,31
"990","SKIBA, RS;DENO, SL",1984,0
"991","ROTATORI, AF",1985,0
"992","[ANONYMOUS]",1993,0
"993","MATSON, JL",1985,0
"994","BOURNE, JH",1994,0
"995","STEVENS, M",1994,0
"996","DOWSETT, GW",1994,0
"997","WILSON, AJ",1978,4
"998","MCQUAY, HJ",1991,0
"999","PARK, I.;KIM, Y-R.",2019,0
"1000","KRONISH, IAN;FALZON, LOUISE;HAMPSEY, MEGHAN;KONRAD, BEATRICE;DAVIDSON, KARINA",2017,1
"1001","MELING, TORSTEIN R.;LAVE, ALEXANDRE",2019,4
"1002","GIZZO, SALVATORE;SACCARDI, CARLO;PATRELLI, TITO SILVIO;DI GANGI, STEFANIA;DE MARCHI, FRANCESCA;BERTOCCO, ANNA;ANIS, OMAR;NOVENTA, MARCO;D'ANTONA, DONATO;NARDELLI, GIOVANNI BATTISTA",2014,0
"1003","CULLEN, JENNIFER M.;ALBER-MORGAN, SHEILA R.",2015,21
"1004","HAGARTY, IMOGEN;MORGAN, GAVIN",2020,3
"1005","AHLQUIST, LAUREN R.;YARNS, BRANDON C.",2022,1
"1006","GENOVESE, GIOVANNI;DERLINO, FEDERICA;CERRI, AMILCARE;MOLTRASIO, CHIARA;MURATORI, SIMONA;BERTI, EMILIO;MARZANO, ANGELO VALERIO",2020,7
"1007","LIU, HUA;LIANG, YULI;LIAO, HUA;LI, LANYING;WANG, HONGYUN",2014,4
"1008","ALI, HASSAN;NG, KIAT R.;LOW, ANDREA H. L.",2015,27
"1009","SIMONIT, FRANCESCO;BASSAN, FABIO;SCORRETTI, CARLO;DESINAN, LORENZO",2018,9
"1010","GAGNON, JOSEPH CALVIN;BENEDICK, AMANDA ROSS;MASON-WILLIAMS, LORETTA",2022,3
"1011","SCHLOSSER, RALF W.;HEMSLEY, BRONWYN;SHANE, HOWARD;TODD, JAMES;LANG, RUSSELL;LILIENFELD, SCOTT O.;TREMBATH, DAVID;MOSTERT, MARK;FONG, SERAPHINA;ODOM, SAMUEL",2019,4
"1012","VASSALOU, HELEN;SOTIRAKI, MARIANTHI;MICHALA, LINA",2019,5
"1013","FAGGELLA-LUBY, MICHAEL;GELBAR, NICHOLAS;DUKES, LYMAN, III;MADAUS, JOSEPH;LALOR, ADAM;LOMBARDI, ALLISON",2019,2
"1014","WILLIAMS, KELLY J.;WALKER, MELODEE A.;VAUGHN, SHARON;WANZEK, JEANNE",2017,22
"1015","CARIVEAU, TOM;HELVEY, CASEY IRWIN;MOSELEY, T. KRISTINA;HESTER, JULIE",2022,4
"1016","DESHPANDE, ANJANA",2010,4
"1017","VAN TELLINGEN, MIRJAM;HURKMANS, JOOST;TERBAND, HAYO;JONKERS, ROEL;MAASSEN, BEN",NA,0
"1018","MAGGIN, DANIEL M.;ZURHEIDE, JAMIE;PICKETT, KAYCI C.;BAILLIE, SARA J.",2015,58
"1019","MORELLI, ILARIA;SABBADINI, MARIA GRAZIA;BORTOLIN, MICHELANGELO",2015,5
"1020","BENTLEY, NATALIE;DAVIES, JASON;SELLEN, JOSELYN;MAGGS, RICHARD",2017,1
"1021","HURLEY, JAMES;HODGEKINS, JO;COKER, SIAN;FOWLER, DAVID",2018,6
"1022","AIMEE, MCCREEDY;SUMEDHA, BIRD;LUCY, BROWN J.;JAMES, SHAW-STEWART;CHEN YEN-FU",2018,7
"1023","BOWMAN-PERROTT, LISA;DEMARIN, SHARON;MAHADEVAN, LAKSHMI;ETCHELLS, MATTHEW",2016,11
"1024","CATTELANI, RAFFAELLA;ZETTIN, MARINA;ZOCCOLOTTI, PIERLUIGI",2010,86
"1025","AMATO, L;DAVOLI, M;FERRI, M;GOWING, L;PERUCCI, CA",2004,58
"1026","WRIGHT, COURTNEY A.;KAISER, ANN P.",2017,22
"1027","PIRAS, CRISTINA;NOTO, ANTONIO;IBBA, LUCIANO;DEIDDA, MARTINO;FANOS, VASSILIOS;MUNTONI, SANDRO;LEONI, VERA PIERA;ATZORI, LUIGI",2021,3
"1028","BROWN, ELENA V. DONOSO;NOLFI, DAVID;WALLACE, SARAH E.;ESKANDER, JOANNA;HOFFMAN, JEANNE M.",2020,6
"1029","MCCAHILL, ROBYN J.;NAGLE, CATE;CLARKE, PATRICIA",2021,2
"1030","SEOK, SOONHWA;DACOSTA, BOAVENTURA;MCHENRY-POWELL, MIKAYLA;HEITZMAN-POWELL, LINDA S.;OSTMEYER, KATRINA",2018,3
"1031","ZHANG, YI;TENG, YUE;ZHU, HUIJUAN;LU, LIN;DENG, KAN;PAN, HUI;YAO, YONG",2018,9
"1032","ROSSINI, PIERRE GILBERT;OSTACOLI, LUCA;PAGANI, MARCO;MALANDRONE, FRANCESCA;OLIVA, FRANCESCO;COMINU, LUCA;ANNETTA, MARIA CHIARA;CARLETTO, SARA",2022,0
"1033","LIVINGSTONE, ROSLYN;FIELD, DEBRA",2014,68
"1034","BRIGHT, KATHERINE S.;CHARROIS, ELYSE M.;MUGHAL, MUHAMMAD KASHIF;WAJID, ABDUL;MCNEIL, DEBORAH;STUART, SCOTT;HAYDEN, K. ALIX;KINGSTON, DAWN",2020,7
"1035","SUBRAMANIAN, SANDEEP K.;MASSIE, CRYSTAL L.;MALCOLM, MATTHEW P.;LEVIN, MINDY F.",2010,116
"1036","SCHARFF, L;MARCUS, DA",1999,2
"1037","SANETTI, LISA;COLLIER-MEEK, MELISSA",2014,33
"1038","LATIF, JAWAIRIA;WEEKES, C. ELIZABETH;JULIAN, ANNA;FROST, GARY;MURPHY, JANE;TRONCO-HERNANDEZ, YESSICA ABIGAIL;HICKSON, MARY",2022,1
"1039","BRAMUZZO, MATTEO;VENTURA, ALESSANDRO;MARTELOSSI, STEFANO;LAZZERINI, MARZIA",2016,31
"1040","HIJJI, FADY Y.;NARAIN, ANKUR S.;BOHL, DANIEL D.;AHN, JUNYOUNG;LONG, WILLIAM W.;DIBATTISTA, JACOB V.;KUDARAVALLI, KRISHNA T.;SINGH, KERN",2017,47
"1041","PILKINGTON, K.;KIRKWOOD, G.;RAMPES, H.;FISHER, P.;RICHARDSON, J.",2006,51
"1042","GADIAN, JONATHAN;KIRK, EMMA;HOLLIDAY, KATE;LIM, MING;ABSOUD, MICHAEL",2017,15
"1043","ROSELLO-MERINO, MARTA;RIVADA-WHEELAGHAN, ORESTES;ORTUNO, MANUEL A.;VIDOSSICH, PIETRO;DIEZ, JOSEFINA;LLEDOS, AGUSTI;CONEJERO, SALVADOR",2014,19
"1044","PICO, DANIELLE L.;PRAHL, ALISON HESSLING;BIEL, CHRISTA HARING;PETERSON, AMY K.;BIEL, ERIC J.;WOODS, CHRISTINE;CONTESSE, VALENTINA A.",2021,5
"1045","WILLIAMS, MICHAEL D.;RANA, NRIPENDRA P.;DWIVEDI, YOGESH K.",2015,362
"1046","CHOW, GRAIG M.;DONOHUE, BRAD;PITTS, MICHELLE;LOUGHRAN, TRAVIS;SCHUBERT, KIMBERLY N.;GAVRILOVA, YULIA;DIAZ, EMMA",2015,10
"1047","SUN, JI-YUAN;GEBRE, WONDWOSSEN;DONG, YI-MIN;SHAUN, XIAO;ROBBINS, RACHEL;PODRUMAR, ALIDA",2016,4
"1048","CARR, MONICA E.",2015,4
"1049","ACCARDO, GIUSEPPE;CAPOBIANCO, ALBA M. L.;LA TORRE, GIUSEPPE;THODAS, ALEXIOS;MARINO, GRAZIELLA;SISTI, LEUCONOE GRAZIA;VITA, GIULIA",2022,1
"1050","GRAMMATIKOPOULOU, MARIA G.;GKOUSKOU, KALLIOPI K.;GKIOURAS, KONSTANTINOS;BOGDANOS, DIMITRIOS P.;ELIOPOULOS, ARISTIDES G.;GOULIS, DIMITRIOS G.",2022,0
"1051","STRAIN, PS;KOHLER, FW;GRESHAM, F",1998,26
"1052","MENDITTO, VINCENZO G.;ROSSETTI, GIULIA;OLIVARI, DILETTA;ANGELETTI, ALESSIA;ROCCHI, MARCO;GABRIELLI, ARMANDO;POMPONIO, GIOVANNI",2021,9
"1053","BARTOLOMEO, PAOLO;SEIDEL MALKINSON, TAL;DE VITO, STEFANIA",2017,13
"1054","DUFFORD, ALEXANDER J.;HAHN, C. ALICE;PETERSON, HANNAH;GINI, SILVIA;MEHTA, SALONI;ALFANO, ALEXIS;SCHEINOST, DUSTIN",2022,1
"1055","PENNINGTON, L;GOLDBART, J;MARSHALL, J",2004,36
"1056","GOSA, MEMORIE M.;CARDEN, HILLARY T.;JACKS, COURTNEY C.;THREADGILL, AMY Y.;SIDLOVSKY, TARA C.",2017,10
"1057","BAHAR, NILGOUN;NAMASIVAYAM, ARAVIND K.;VAN LIESHOUT, PASCAL",NA,0
"1058","AMELIE, MARTINOT;MAGALIE, DEMAR;LILIANE, THELUSME;MERZAKA, BOUNOUA;FLORIN, SANTA;MARYVONNE, DUEYMES;JELENA, VUJICA;HENRY, DEQUIDT;NADIA, SABBAH",2020,0
"1059","WEINBERGER, JAMES M.;HOUMAN, JUSTIN;CARON, ASHLEY T.;ANGER, JENNIFER",2019,38
"1060","COLOSIA, ANN;NJUE, ANNETE;TRASK, PETER C.;OLIVARES, ROBERT;KHAN, SHAHNAZ;ABBE, ADELINE;POLICE, RACHEL;WANG, JIANMIN;RUIZ-SOTO, RODRIGO;KAYE, JAMES A.;AWAN, FARRUKH",2014,8
"1061","ROUWETTE, EAJA;VENNIX, JAM;VAN MULLEKOM, T",2002,210
"1062","BEELMANN, A;BLIESENER, T",1994,24
"1063","TEZCAN-UNAL, BURCU;JONES, WAYNE;LITTLEWOOD, SUZANNE",2019,2
"1064","SIMIC, TIJANA;ROCHON, ELIZABETH;GRECO, ELISSA;MARTINO, ROSEMARY",2019,26
"1065","MUHARIB, REEM;ALRASHEED, FAHAD;NINCI, JENNIFER;WALKER, VIRGINIA L.;VOGGT, ASHLEY P.",2019,5
"1066","DAHLGREN, CAMILLA LINDVALL;RO, OYVIND",2014,43
"1067","SCHOLZ, OB;MEISE, M",2004,0
"1068","JOPLIN, SAMANTHA;STEWART, ELIZABETH;GASCOIGNE, MICHAEL;LAH, SUNCICA",2018,6
"1069","JEAN, LEONIE;BERGERON, MARIE-EVE;THIVIERGE, STEPHANIE;SIMARD, MARTINE",2010,204
"1070","MATTA, MICHAEL;VOLPE, ROBERT J.;BRIESCH, AMY M.;OWENS, JULIE SARNO",2020,4
"1071","HALL, COLBY S.",2016,28
"1072","PARK, I-NAE",NA,0
"1073","WEINSTOCK-ZLOTNICK, GWEN;MEHTA, SAURABH P.",2019,12
"1074","LORAH, ELIZABETH R.;HOLYFIELD, CHRISTINE;MILLER, JESSICA;GRIFFEN, BRENNA;LINDBLOOM, CODY",2022,5
"1075","VIRUES-ORTEGA, JAVIER;MORENO-RODRIGUEZ, RAFAEL",2008,18
"1076","TER MORS, B. J.;BACKX, A. P. M.;SPAUWEN, P.;PONDS, R. W. H. M.;VAN HARTEN, P. N.;VAN HEUGTEN, C. M.",2019,9
"1077","GOMEZ, FERNANDO M.;PATEL, PREMAL A.;STUART, SAMUEL;ROEBUCK, DEREK J.",2014,28
"1078","NASANY, RUHAM ALSHIEKH;REINER, ANNE S.;FRANCIS, JASMINE H.;ABLA, OUSSAMA;PANAGEAS, KATHERINE S.;DIAMOND, ELI L.",2022,3
"1079","LIAO, CHING-YI;GANZ, J. B.;VANNEST, KIMBERLY J.;WATTANAWONGWAN, SANIKAN;PIERSON, LAUREN M.;YLLADES, VALERIA;LI, YI-FAN",2021,4
"1080","BAZZANA, FABIAN;FINZI, SARAH;DI FINI, GIULIA;VEGLIA, FABIO",2022,0
"1081","SARAO, SIMRAN KAUR;BERLIN-BRONER, YULI;LEVIN, LIRAN",2021,1
"1082","RAPP, BRENDA",2011,13
"1083","DOGAN, SERAP;COLAK, AYSUN",NA,0
"1084","KIRBY, MEGAN S.;SPENCER, TRINA D.;FERRON, JOHN",2021,2
"1085","CARLIN, MICHAEL T.;COSTELLO, MACK S.",2022,1
"1086","HWANG, GRACE C.;TILLBERG, CAITLIN S.;SCAHILL, LAWRENCE",2012,12
"1087","DELONG, MICHAEL R.;GANDOLFI, BRAD M.;BARR, MEAGHAN L.;DATTA, NEHA;WILLSON, THOMAS D.;JARRAHY, REZA",2019,12
"1088","MEINDL, JAMES N.;CANNELLA-MALONE, HELEN I.",2011,55
"1089","PATEL, A;JAESCHKE, R;GUYATT, GH;KELLER, JL;NEWHOUSE, MT",1991,20
"1090","HALL, PETER A.",2006,124
"1091","JAN, DY;LEWIS, GJ;MEZZA, TM;MOSCOSO, JG;PATTON, RL;KOLJACK, MP;TOTA, PV",2004,13
"1092","HAJARIZADEH, BEHZAD;GREBELY, JASON;DORE, GREGORY J.",2012,32
"1093","EASTWOOD, CLARE;MADILL, CATHERINE;MCCABE, PATRICIA",2015,14
"1094","FLORES, MARGARET M.;HOTT, BRITTANY L.",NA,0
"1095","KESTER, KAREN R.;LUCYSHYN, JOSEPH M.",2018,8
"1096","KJAER, MAJ-BRIT NORREGAARD;MADSEN, MARTIN BRUUN;MOLLER, MORTEN HYLANDER;EGEROD, INGRID;PERNER, ANDERS",2019,1
"1097","XIA, DUOSHENG;CHEN, XIAOMEI;ZHOU, QI;XIAO, SHUJUN;YU, YANG;WANG, YADONG;DU, GANG;HUANG, HAIXIANG;ZHANG, WENFANG;CHEN, YAOLONG",2017,7
"1098","GERWIN, ROBERT",2012,25
"1099","KREPS, ELKE O.;CARTON, CHARLOTTE;CUTOLO, MAURIZIO;CUTOLO, CARLO ALBERTO;VANHAECKE, AMBER;LEROY, BART P.;SMITH, VANESSA",2019,9
"1100","SAMARANAYAKE, LAKSHMAN P.;FAKHRUDDIN, KAUSAR S.;NGO, HIEN C.;BANDARA, H. M. N. M.;LEUNG, Y. Y.",2022,0
"1101","PARK, JIYEON;BAEK, YE EUN;LIM, BO LYEONG;KO, HEESEON",2021,1
"1102","SWENDSEN, JD;BOURGEOIS, ML",1998,2
"1103","ALBERS, BIANCA;MILDON, ROBYN;LYON, AARON R.;SHLONSKY, ARON",2017,32
"1104","BENYO, SARAH;SAADI, ROBERT A.;DORNHOFFER, JOHN L.",2022,0
"1105","RAMEY, DEVON;HEALY, OLIVE;LANG, RUSSELL;GORMLEY, LAURA;PULLEN, NATHAN",2019,4
"1106","SZABO, MARGO M.;URICH, MONICA A.;DUNCAN, CHRISTINA L.;ABALLAY, ARIEL M.",2016,16
"1107","HAYES, VICTORIA;BING-YOU, ROBERT;VARAKLIS, KALLI;TROWBRIDGE, ROBERT;KEMP, HEATHER;MCKELVY, DINA",2018,0
"1108","OUZIR, MOUNIR;AZORIN, JEAN-MICHEL",2014,3
"1109","SHARP, WILLIAM G.;JAQUESS, DAVID L.;MORTON, JANE F.;HERZINGER, CAITLIN V.",2010,139
"1110","FISHER, DEBORAH",2010,2
"1111","MONTENEGRO-GARREAUD, XIMENA;HANSEN, ADAM W.;KHAYAT, MICHAEL M.;CHANDER, VARUNA;GROCHOWSKI, CHRISTOPHER M.;JIANG, YUNYUN;LI, HE;MITANI, TADAHIRO;KESSLER, ELENA;JAYASEELAN, JOY;SHEN, HUA;GEZDIRICI, ALPER;PEHLIVAN, DAVUT;MENG, QINGCHANG;ROSENFELD, JILL A.;JHANGIANI, SHALINI N.;MADAN-KHETARPAL, SUNEETA;SCOTT, DARYL A.;ABARCA-BARRIGA, HUGO;TRUBNYKOVA, MILANA;GINGRAS, MARIE-CLAUDE;MUZNY, DONNA M.;POSEY, JENNIFER E.;LIU, PENGFEI;LUPSKI, JAMES R.;GIBBS, RICHARD A.",2020,2
"1112","CARR, MONICA E.;ANDERSON, ANGELIKA;MOORE, DENNISW.;EVANS, WILLIAM H.",2015,12
"1113","BAQUE, EMMAH;SAKZEWSKI, LEANNE;BARBER, LEE;BOYD, ROSLYN N.",2016,11
"1114","BRAUN, SUSY M.;BEURSKENS, ANNA J.;BORM, PAUL J.;SCHACK, THOMAS;WADE, DERICK T.",2006,166
"1115","WENDEL, ERICA;CAWTHON, STEPHANIE W.;GE, JIN JIN;BERETVAS, S. NATASHA",2015,11
"1116","GARDINI, A.;DUBINI, A.;SARAGONI, L.;PADOVANI, F.;GARCEA, D.",2007,19
"1117","CORTELL FUSTER, CLARA;MARTINEZ GOMEZ, MARIA AMPARO;CERCOS LLETI, ANA CRISTINA;CLIMENTE MARTI, MONICA",2022,3
"1118","SALLESE, MARY ROSE;VANNEST, KIMBERLY J.",2020,2
"1119","ERATH, TYLER G.;PELLEGRINO, AZURE J.;DIGENNARO REED, FLORENCE D.;RUBY, SANDRA A.;BLACKMAN, ABIGAIL L.;NOVAK, MATTHEW D.",2021,7
"1120","LEDFORD, JENNIFER R.;WOLERY, MARK",2013,40
"1121","DOGAN, SIBEL;DELIALIOGLU, OMER",2020,3
"1122","BABEL, PRZEMYSLAW;BAJCAR, ELZBIETA ANITA;MARCHEWKA, KATARZYNA;SIKORA, KATARZYNA",2018,1
"1123","RICHARD, STEFANIE;EICHELBERGER, ILKA;DOEPFNER, MANFRED;HANISCH, CHARLOTTE",2015,3
"1124","SOLANAS, ANTONIO;MANOLOV, RUMEN;ONGHENA, PATRICK",2010,47
"1125","ANDERSON, ANGELIKA;MOORE, DENNIS W.;RAUSA, VANESSA C.;FINKELSTEIN, SIMON;PEARL, SHAUN;STEVENSON, MITCHELL",2017,18
"1126","EMMERT, KIRSTEN;KOPEL, ROTEM;SULZER, JAMES;BRUEHL, ANNETTE B.;BERMAN, BRIAN D.;LINDEN, DAVID E. J.;HOROVITZ, SILVINA G.;BREIMHORST, MARKUS;CARIA, ANDREA;FRANK, SABINE;JOHNSTON, STEPHEN;LONG, ZHIYING;PARET, CHRISTIAN;ROBINEAU, FABIEN;VEIT, RALF;BARTSCH, ANDREAS;BECKMANN, CHRISTIAN F.;VAN DE VILLE, DIMITRI;HALLER, SVEN",2016,122
"1127","CURTIS, MORAG;MORRIS, KAREN",2015,3
"1128","WALLACE, SARAH;ALAO, ROTIMI;KUPER, HANNAH;JACKSON, MARY LOU",2022,1
"1129","CARTER, ERIK W.;BROCK, MATTHEW E.;BOTTEMA-BEUTEL, KRISTEN;BARTHOLOMEW, AUDREY;BOEHM, THOMAS L.;CEASE-COOK, JENNIFER",2013,18
"1130","WALSH, EDITH;HOLLOWAY, JENNIFER;MCCOY, ANNA;LYDON, HELENA",2017,23
"1131","LUO, LI;GAGE, NICHOLAS A.;PRYKANOWSKI, DEBRA A.",2019,1
"1132","PENADES, RAFAEL;BOSIA, MARTA;CATALAN, ROSA;SPANGARO, MARCO;GARCIA-RIZO, CLEMENTE;AMORETTI, SILVIA;BIOQUE, MIQUEL;BERNARDO, MIQUEL",2020,5
"1133","MANDAK, KELSEY;LIGHT, JANICE;BOYLE, SUSANNAH",2018,7
"1134","HUNT, ANNE W.;MAH, KATHERINE;REED, NICK;ENGEL, LISA;KEIGHTLEY, MICHELLE",2016,43
"1135","DARGUE, NICOLE;ADAMS, DAWN;SIMPSON, KATE",2022,3
"1136","HAKUN, J. G.;SEELIG, D.;RUPAREL, K.;LOUGHEAD, J. W.;BUSCH, E.;GUR, R. C.;LANGLEBEN, D. D.",2008,20
"1137","RAGULOJAN, RANJAN;GRUPKE, STEPHEN;FRASER, JUSTIN F.",2019,7
"1138","ORBELL, SAMUEL;SMITH, TOBY O.",2011,4
"1139","REDDY, LINDA A.;NEWMAN, ERIK;DE THOMAS, COURTNEY ANNE;CHUN, VICTORIA",2009,63
"1140","MIZE, MIN;PARK, YUJEONG;MARTIN, MELISSA",NA,0
"1141","SEMENZA, C;MONDINI, S;ZETTIN, M",1995,52
"1142","HORNSBY, ELIZABETH;JOHNSTON, LEANNE M.",2020,8
"1143","CARRIER, M. -H.;COTE, G.",2010,4
"1144","BU, DANRAN;LIU, JING DONG;ZHANG, CHUN-QING;SI, GANGYAN;CHUNG, PAK-KWONG",2019,6
"1145","D'EMIDIO, JONATHAN;KAUL, RIBHU K.",2016,15
"1146","SIMMONS-MACKIE, NINA;RAYMER, ANASTASIA;CHERNEY, LEORA R.",2016,110
"1147","YOUSAF, AASMA;KAUSAR, RUKHSANA;FATIMA, IRAM",2021,0
"1148","THURIN, JEAN-MICHEL",2009,3
"1149","O'DONOGHUE, M.;O'DEA, A.;O'LEARY, N.;KENNEDY, N.;FORBES, J.;MURPHY, C. A.",2021,2
"1150","SIMONIT, FRANCESCO;MUSER, DANIELE;MOROCUTTI, GIORGIO;DESINAN, LORENZO",2021,0
"1151","KETONEN-OKSI, SANNA",2022,2
"1152","KANG, YOUNGRAN;JUNG, WONKYUNG;DO, IN-GU;LEE, EUI JIN;LEE, MIN HYEONG;KIM, KYOUNG-MEE;CHOI, JONGSANG",2012,27
"1153","HORSTMANN, S;SCHNICK, W",1996,4
"1154","MCGOWAN, JODY;REID, DUNCAN A.;CALDWELL, JILL",2017,2
"1155","CIPRIANI, JOSEPH;COOPER, MARISA;DIGIOVANNI, NICOLE;LITCHKOFSKI, ALEXANDRIA;NICHOLS, ANDREA;RAMSEY, ASHLEIGH",2013,19
"1156","KNUTSEN, JOHN;WOLFE, AUDREY;BURKE, BRYAN L., JR.;HEPBURN, SUSAN;LINDGREN, SCOTT;COURY, DANIEL",2016,65
"1157","IKONOMOPOULOS, JAMES;CAVAZOS-VELA, JAVIER;VELA, PATSY;SANCHEZ, MARTHA;SCHMIDT, CLAUDIA;CATCHINGS, CYNTHIA V.",2017,9
"1158","BUTLER, MARK;D'ANGELO, STEFANI;LEWIS, COURTNEY;MILLER, DANIELLE;PERRIN, ALEXANDRA;SULS, JERRY;CHANDERENG, THEVAA;CHEUNG, YING KUEN;DAVIDSON, KARINA W.",2022,0
"1159","EL ZEIN, FARAH;SOLIS, MICHAEL;VAUGHN, SHARON;MCCULLEY, LISA",2014,57
"1160","BIANCHI, FILIPPO;GARNETT, EMMA;DORSEL, CLAUDIA;AVEYARD, PAUL;JEBB, SUSAN A.",2018,62
"1161","PURCELL, B;SAMUELSSON, S;HAHN, SJM;EHRHARD, I;HEUBERGER, S;CAMARONI, I;CHARLETT, A;STUART, JM",2004,54
"1162","GOVINDAN, KANNAN;SHAW, MAHESH;MAJUMDAR, ABHIJIT",2021,83
"1163","RAWLING, JE",2000,40
"1164","PESCATORI, E. S.;FARINA, F. PIROZZI",2009,0
"1165","CHARNLEY, GINA E. C.;KELMAN, ILAN;GAYTHORPE, KATY;MURRAY, KRIS",2020,3
"1166","CHARTERS, E.;GILLETT, L.;SIMPSON, G. K.",2015,35
"1167","ALLEN, ANNA A.;SCHLOSSER, RALF W.;BROCK, KRISTOFER L.;SHANE, HOWARD C.",2017,39
"1168","MUMFORD, JEANETTE A.;RAMSEY, JOSEPH D.",2014,84
"1169","SUKOPP, MATTHIAS;TAYLOR, DOMINIC;FORST, RAIMUND;SEEHAUS, FRANK",2022,2
"1170","LI, JIANG;WEI, DANG;NIU, JUNQIANG;YANG, MIN;GE, LONG;WANG, XIAOQIN;YUAN, WENZHEN;TIAN, JINHUI;SHANG, HONGCAI;ZHAI, JINGBO;YANG, KEHU;DAI, MIN",2018,3
"1171","SHIN, MIKYUNG;PARK, JIYEON;GRIMES, RENE;BRYANT, DIANE P.",2021,5
"1172","KNIGHT, VICTORIA;MCKISSICK, BETHANY R.;SAUNDERS, ALICIA",2013,136
"1173","DAVIDSON, KARINA W.;SILVERSTEIN, MICHAEL;CHEUNG, KEN;PALUCH, ROCCO A.;EPSTEIN, LEONARD H.",2021,8
"1174","ESTEVES, SOL;RAMIREZ ROMERO, DIANA ANDREA;TORRALVA, TERESA;MARTINEZ CUITINO, MACARENA;HERNDON, SHANNON;COUTO, BLAS;IBANEZ, AGUSTIN;MANES, FACUNDO;ROCA, MARIA",2018,1
"1175","FAVOT, KATE;CARTER, MARK;STEPHENSON, JENNIFER",2021,9
